Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TA","Live animals","84","Greece","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","3691","","Official data"
"TA","Live animals","84","Greece","5622","Import Value","1057","Chickens","2017","2017","1000 US$","5093","","Official data"
"TA","Live animals","84","Greece","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","2823","","Official data"
"TA","Live animals","84","Greece","5922","Export Value","1057","Chickens","2017","2017","1000 US$","2355","","Official data"
"TA","Live animals","86","Grenada","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","148","R","Estimated data using trading partners database"
"TA","Live animals","86","Grenada","5622","Import Value","1057","Chickens","2017","2017","1000 US$","353","R","Estimated data using trading partners database"
"TA","Live animals","89","Guatemala","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","10484","","Official data"
"TA","Live animals","89","Guatemala","5622","Import Value","1057","Chickens","2017","2017","1000 US$","14151","","Official data"
"TA","Live animals","89","Guatemala","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","3151","","Official data"
"TA","Live animals","89","Guatemala","5922","Export Value","1057","Chickens","2017","2017","1000 US$","1793","","Official data"
"TA","Live animals","90","Guinea","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1693","R","Estimated data using trading partners database"
"TA","Live animals","90","Guinea","5622","Import Value","1057","Chickens","2017","2017","1000 US$","1588","R","Estimated data using trading partners database"
"TA","Live animals","175","Guinea-Bissau","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","35","*","Unofficial figure"
"TA","Live animals","175","Guinea-Bissau","5622","Import Value","1057","Chickens","2017","2017","1000 US$","20","*","Unofficial figure"
"TA","Live animals","91","Guyana","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","43","","Official data"
"TA","Live animals","91","Guyana","5622","Import Value","1057","Chickens","2017","2017","1000 US$","87","","Official data"
"TA","Live animals","93","Haiti","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","216","R","Estimated data using trading partners database"
"TA","Live animals","93","Haiti","5622","Import Value","1057","Chickens","2017","2017","1000 US$","209","R","Estimated data using trading partners database"
"TA","Live animals","95","Honduras","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","1478","","Official data"
"TA","Live animals","95","Honduras","5622","Import Value","1057","Chickens","2017","2017","1000 US$","5886","","Official data"
"TA","Live animals","95","Honduras","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","1223","","Official data"
"TA","Live animals","95","Honduras","5922","Export Value","1057","Chickens","2017","2017","1000 US$","722","","Official data"
"TA","Live animals","97","Hungary","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","25073","","Official data"
"TA","Live animals","97","Hungary","5622","Import Value","1057","Chickens","2017","2017","1000 US$","54418","","Official data"
"TA","Live animals","97","Hungary","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","95186","","Official data"
"TA","Live animals","97","Hungary","5922","Export Value","1057","Chickens","2017","2017","1000 US$","76844","","Official data"
"TA","Live animals","100","India","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","96","","Official data"
"TA","Live animals","100","India","5622","Import Value","1057","Chickens","2017","2017","1000 US$","2587","","Official data"
"TA","Live animals","100","India","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","50","","Official data"
"TA","Live animals","100","India","5922","Export Value","1057","Chickens","2017","2017","1000 US$","150","","Official data"
"TA","Live animals","101","Indonesia","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","5282","Im","FAO data based on imputation methodology"
"TA","Live animals","101","Indonesia","5622","Import Value","1057","Chickens","2017","2017","1000 US$","20940","","Official data"
"TA","Live animals","101","Indonesia","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","7","Im","FAO data based on imputation methodology"
"TA","Live animals","101","Indonesia","5922","Export Value","1057","Chickens","2017","2017","1000 US$","1","","Official data"
"TA","Live animals","102","Iran (Islamic Republic of)","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","510","","Official data"
"TA","Live animals","102","Iran (Islamic Republic of)","5622","Import Value","1057","Chickens","2017","2017","1000 US$","9511","","Official data"
"TA","Live animals","102","Iran (Islamic Republic of)","5909","Export Quantity","1057","Chickens","2017","2017","1000 Head","32068","","Official data"
"TA","Live animals","102","Iran (Islamic Republic of)","5922","Export Value","1057","Chickens","2017","2017","1000 US$","9524","","Official data"
"TA","Live animals","103","Iraq","5609","Import Quantity","1057","Chickens","2017","2017","1000 Head","985","R","Estimated data using trading partners database"
"TA","Live animals","103","Iraq","5622","Import Value","1057","Chickens","2017","2017","1000 US$","2088","R","Estimated data using trading partners database"
